DATE,RETURNSP,FSPCOM,FSDXP,R3,PW,GPW
May-95,0.033471,523.8099976,2.599999905,0.056700001,124.9000015,0.002407729
Jun-95,0.031792,539.3499756,2.549999952,0.054699998,125.3000031,0.003202574
Jul-95,0.035488,557.3670044,2.5,0.054200001,125.3000031,0
Aug-95,0.005204,559.1110229,2.49000001,0.054000001,125.0999985,-0.001596206
Sep-95,0.037178,578.7700195,2.420000076,0.052800002,125.1999969,0.000799348
Oct-95,0.009175,582.9180298,2.410000086,0.052800002,125.3000031,0.000798771
Nov-95,0.023611,595.5300293,2.369999886,0.053600001,125.3000031,0
Dec-95,0.034238,614.5700073,2.720000029,0.051399999,125.5,0.001596145
Jan-96,0.001681,614.4199829,2.309999943,0.05,126.0999985,0.004780864
Feb-96,0.059010,649.539978,2.220000029,0.048299999,125.9000015,-0.001586019
